rally,serve,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player,id,train,outcome,gender
9,1,B,38.83108181,0.945397133,1.929724238,1.681952164,FALSE,TRUE,1.129559277,11.2376,1.6138,11.148,0.4878,21.47009333,0.961119345,1.962666083,3.968430426,12.9318,1.0088,TRUE,U,0.726786347,TRUE,2268,1,UE,mens
7,1,B,15.42516892,-0.18096505,0.285983162,7.258275618,FALSE,FALSE,7.004211145,5.213,2.904,11.583,0.0084,20.44262311,0.738486554,0.372768784,6.97570005,14.2916,3.8856,FALSE,V,0.873869753,TRUE,1434,1,FE,mens
5,1,F,34.53654454,1.363423405,2.007849578,0.254205252,FALSE,TRUE,4.478659286,13.0432,1.9644,13.881,2.4352,29.34022587,0.243448241,2.86397117,7.363583887,14.9508,1.7066,TRUE,F,0.606371576,TRUE,7811,1,UE,mens
4,2,F,38.19276899,0.305196549,0.890411064,2.77637909,FALSE,FALSE,0.849399812,12.7944,0.5498,12.2192,1.1748,32.24813214,0.285280771,3.87562478,5.135970015,12.1294,2.535,FALSE,F,0.423981792,FALSE,3702,1,W,mens
6,1,B,25.49935573,1.351680392,3.645917117,0.27544617,FALSE,TRUE,0.706599321,14.5966,1.8008,15.1814,2.1974,36.13384145,1.211733191,2.053726608,0.814505566,13.1312,3.585,FALSE,F,0.420353116,FALSE,7360,1,UE,mens
4,1,F,20.0442266,3.40013816,0.221941348,3.759671501,TRUE,FALSE,3.926295745,15.6178,2.837,14.1806,0.8168,39.27901414,0.710330556,0.045754741,1.288796728,14.059,3.4,FALSE,B,0.417791071,FALSE,2030,1,FE,mens
7,2,F,36.90250511,1.548415171,2.2557777,0.860586501,FALSE,TRUE,1.251170348,13.3134,0.604,13.6614,0.5978,30.18626084,1.225027938,2.703753138,2.793506634,14.0234,0.9574,FALSE,F,0.568982113,TRUE,598,1,UE,mens
7,2,V,24.24779194,3.734787542,0.438419013,1.261471009,FALSE,TRUE,4.603550304,15.648,2.076,13.3668,1.9226,33.37281689,0.508233239,0.40231343,0.44471714,9.948,1.8246,FALSE,B,0.31417221,TRUE,180,1,FE,mens
11,2,U,36.51303413,-0.242898283,0.15254644,8.044689858,TRUE,FALSE,5.413319739,12.6396,3.934,11.6592,1.3898,23.72378138,0.693825395,0.829948797,3.314675274,10.9782,2.7312,TRUE,F,0.54222527,TRUE,2364,1,UE,mens
3,2,F,37.15905632,0.469434859,0.596988535,3.156456566,FALSE,FALSE,1.901925309,12.3156,2.7902,11.0024,1.4144,29.96731348,0.747738205,3.294466579,3.90637485,11.6372,3.6792,FALSE,B,0.442723764,TRUE,3993,1,W,mens
10,2,F,24.3242554,-0.651763794,2.048554986,10.5560381,FALSE,FALSE,1.625400935,14.896,2.8174,14.0902,1.4058,33.80296556,1.198454368,2.126363332,3.074259971,13.738,3.8054,FALSE,F,0.487291879,FALSE,8780,1,FE,mens
5,2,F,11.20871548,-0.099299629,3.611212087,10.06611996,FALSE,FALSE,2.225900779,6.839,0.481,8.9972,0.0638,21.57520808,0.725488594,1.470427847,8.542840616,13.5498,1.7856,TRUE,V,0.783854631,TRUE,3132,1,UE,mens
8,1,F,42.46298107,-0.026723622,0.292372871,5.478298548,TRUE,FALSE,4.711137209,13.9184,5.82,15.5226,1.3904,32.47176505,0.69052686,0.971497608,6.473867933,13.138,4.3464,FALSE,F,0.513239024,FALSE,256,1,UE,mens
5,2,B,35.87169966,0.18756837,0.174107628,4.287608985,FALSE,FALSE,1.957354235,11.9142,1.9672,13.4156,0.7114,29.90725407,0.221298036,2.621496556,7.179943745,15.526,0.945,FALSE,B,0.580220156,TRUE,5963,1,W,mens
6,1,F,44.27387931,0.773623029,0.33702055,0.095928835,TRUE,TRUE,1.824970937,12.2198,1.0634,14.0012,1.4598,27.22748402,1.493669834,3.502549801,4.10195,14.0116,2.9662,FALSE,B,0.642990471,FALSE,1336,1,UE,mens
9,2,F,26.18869131,3.812834959,1.735760938,1.317945832,TRUE,FALSE,4.234108194,15.1526,0.1938,13.526,3.7154,34.39848758,0.606029214,2.39738006,1.669328915,11.7764,3.0054,FALSE,B,0.373486072,TRUE,2751,1,UE,mens
3,1,F,40.64283639,1.064105517,0.50994703,0.878997976,FALSE,FALSE,3.188431301,12.693,3.7246,10.942,1.06,20.31273306,2.328285798,1.969760598,4.140079436,13.3154,1.7396,FALSE,F,0.832422289,TRUE,1935,1,W,mens
17,1,B,22.71689166,0.104388897,1.97148512,7.748714117,FALSE,FALSE,1.323544574,3.9396,0.4564,5.2596,0.5532,29.29856351,1.340665148,3.742980975,8.367614907,15.3036,2.3792,TRUE,V,0.657007202,TRUE,2551,1,W,mens
3,1,F,39.26487704,0.452981821,0.616817021,3.165760458,FALSE,FALSE,2.173786098,12.9102,1.8278,11.2152,0.4668,21.77246523,1.638502374,1.773239781,4.186933538,13.6038,2.5094,FALSE,B,0.779412523,TRUE,1052,1,W,mens
7,1,B,36.13473759,0.737570347,0.44153034,1.596386036,TRUE,FALSE,1.39239549,12.8224,1.7252,14.1942,1.9638,22.90241534,1.171181503,2.918874393,5.861586193,13.4732,2.4248,FALSE,B,0.702626401,TRUE,3796,1,UE,mens
7,1,B,14.78639214,0.916183087,1.175932778,2.957698216,FALSE,FALSE,0,7.41,0.175,7.41,0.175,34.42799679,0.531506526,0.681096228,9.073120944,13.277,1.9272,FALSE,V,0.457568409,TRUE,8861,1,W,mens
5,1,F,26.56076032,0.521632243,1.291375143,2.939986059,FALSE,FALSE,1.785228915,6.618,0.259,8.2892,0.3688,33.32463406,0.936654394,2.297943807,6.141157897,12.6818,2.2598,FALSE,V,0.422260976,TRUE,6483,1,W,mens
3,2,F,38.96596147,1.119174129,0.931356151,0.566521966,FALSE,TRUE,2.050200712,12.9668,0.0192,10.9182,0.1002,25.21554502,0.878098634,3.776663793,4.360953242,11.47,2.5142,FALSE,B,0.507157275,TRUE,3997,1,UE,mens
4,1,B,26.09806218,-0.026916607,1.266590093,5.815419444,FALSE,FALSE,2.734391815,13.7554,2.6496,13.597,0.0802,29.408228,0.337216448,1.156007882,5.185957304,11.1438,0.0834,TRUE,F,0.434574641,FALSE,6259,1,UE,mens
3,1,F,27.39700698,4.97881293,1.839148997,2.379275787,FALSE,TRUE,3.371530121,14.2962,0.2222,11.1962,1.1034,30.45726779,1.379931998,3.959579212,0.40920818,13.3594,5.0944,FALSE,F,0.518294165,TRUE,3080,1,UE,mens
16,2,F,28.43645258,-0.17648039,0.145034932,8.44014711,FALSE,FALSE,1.441237482,13.3544,0.303,13.5242,1.1282,38.97818098,0.72629703,3.459429344,1.822141095,14.5478,3.1312,TRUE,F,0.442708838,FALSE,87,1,UE,mens
15,2,B,26.75737047,-0.128533746,2.501567301,7.823628454,FALSE,FALSE,2.711699135,12.2314,2.191,13.3452,0.2814,31.17726754,1.470046055,1.692530149,3.60957234,15.3098,1.2178,TRUE,B,0.610491973,TRUE,6885,1,UE,mens
3,1,F,42.12244764,0.68022833,0.362070834,0.50025057,TRUE,FALSE,1.201708467,12.3398,1.2172,11.148,1.3712,26.6685535,1.10576898,3.724861017,4.310079548,14.3038,3.1358,FALSE,B,0.628193314,TRUE,7599,1,UE,mens
13,2,B,41.09067948,0.900297935,1.110514261,2.110184361,FALSE,TRUE,1.515718509,12.7942,1.8536,12.6246,0.3474,28.97518548,0.79340106,2.468280906,4.231903017,13.0154,1.6518,FALSE,B,0.520565301,TRUE,7681,1,UE,mens
7,2,B,35.29549997,0.808398381,2.298555435,0.222364249,FALSE,TRUE,1.490575862,11.9498,2.0544,13.3956,1.6918,27.67851303,1.683746177,2.003808785,3.057618436,14.8614,3.029,FALSE,B,0.661338666,TRUE,8711,1,UE,mens
23,2,B,18.82038752,0.008357556,3.948966935,9.117754846,FALSE,FALSE,1.493336091,13.6076,2.5086,12.9408,1.1724,39.25274977,0.582252456,0.456942921,3.271687349,14.2462,2.1816,TRUE,F,0.455641645,TRUE,8631,1,FE,mens
6,2,B,39.14576306,0.282455176,0.586168867,4.488582398,FALSE,FALSE,1.657044176,12.2822,1.7246,13.2794,0.4012,28.12791589,1.027918139,2.421784382,3.937061349,13.8068,2.2258,FALSE,B,0.616333935,FALSE,2190,1,W,mens
3,2,F,25.12141699,-0.533834933,1.956435048,9.900103394,FALSE,FALSE,1.963025186,12.7836,0.6812,10.8354,0.4404,31.04014695,1.020762263,3.07444829,0.559023222,11.573,3.8928,FALSE,F,0.422952517,TRUE,6421,1,FE,mens
7,1,F,37.94007588,-0.02920388,0.616563344,6.935468954,FALSE,FALSE,3.059712993,11.0482,4.6564,13.378,2.673,23.37840989,0.964766467,2.019176468,4.177668081,14.3518,3.1674,FALSE,B,0.777179602,TRUE,3645,1,UE,mens
10,2,F,38.8144917,1.015289332,0.174877813,0.878245843,FALSE,TRUE,1.649470667,12.9424,2.0126,13.2002,0.3834,25.29392426,1.062731516,2.677226579,2.390723971,15.3498,2.5452,TRUE,F,0.759040599,FALSE,170,1,UE,mens
6,1,B,35.49682782,-0.26325814,1.01737883,7.125026525,FALSE,FALSE,1.558730933,13.4012,3.3284,13.4656,1.771,39.02876738,0.442184919,1.507567098,4.134859459,12.8692,3.0536,FALSE,B,0.383089281,FALSE,7352,1,UE,mens
3,1,U,27.86970209,0.608511506,0.672880784,2.576801262,FALSE,FALSE,4.272657122,6.9666,1.7402,11.0918,0.6274,16.93130768,1.043039136,3.673306136,7.633626866,13.5852,4.334,FALSE,B,1.040036856,TRUE,6715,1,W,mens
6,1,U,36.68343302,-0.27465427,2.396932367,8.248996176,FALSE,FALSE,2.549318842,12.1484,4.5372,14.2068,3.0332,24.08561378,0.737973857,1.683041002,3.509840701,13.2342,2.3406,FALSE,B,0.667472392,FALSE,6462,1,UE,mens
14,2,F,21.2414856,1.909663501,2.672323776,7.98195822,TRUE,FALSE,3.180171077,14.4678,1.2784,13.5816,1.7758,41.74759254,0.852465088,1.937756204,0.328668033,14.423,1.2902,FALSE,F,0.401337136,FALSE,2810,1,UE,mens
4,1,B,36.40514745,0.313988219,0.378617029,2.891935241,FALSE,FALSE,2.435540663,11.1144,2.6282,12.8618,0.9316,22.67685344,0.368016739,2.096408215,5.211340405,12.4768,3.442,FALSE,B,0.664263598,FALSE,2685,1,W,mens
7,2,B,35.33883123,0.274317491,0.628342395,4.673998285,FALSE,FALSE,0.403951779,13.3828,3.0716,13.1018,2.7814,30.62556025,0.981527936,0.343544161,3.272745481,14.0752,1.4056,TRUE,F,0.559515779,TRUE,5590,1,W,mens
10,1,U,25.50167676,-0.178367771,3.108126861,9.403568184,FALSE,FALSE,4.956876597,14.4216,2.268,13.7244,2.6396,37.48419471,0.088139169,2.048518352,6.283651801,14.1348,1.1768,TRUE,F,0.450506819,FALSE,8777,1,FE,mens
5,2,B,11.66827928,0.822762488,1.178930731,9.320230315,TRUE,FALSE,2.367739217,7.817,0.463,10.1788,0.2954,22.72582964,0.098195939,2.053991606,7.927227591,13.8286,3.3778,TRUE,B,0.810654177,TRUE,8592,1,FE,mens
5,1,F,41.55663229,0.605306995,2.543557541,7.776113891,FALSE,FALSE,4.873188985,5.0736,1.8158,9.9004,1.145,20.60057643,3.033426952,0.902007094,3.49287626,15.035,2.6774,TRUE,V,1.17512704,TRUE,3662,1,W,mens
12,1,F,22.94264507,1.168342705,3.1864731,6.627098697,TRUE,FALSE,2.874513997,14.5732,3.7136,14.5988,0.8392,37.95088959,1.000963963,0.273868488,0.588382897,13.0132,1.4748,FALSE,F,0.408938636,FALSE,5058,1,FE,mens
8,1,F,28.36601442,0.716917153,0.024701543,4.754003368,FALSE,FALSE,2.497748274,12.4334,0.8456,14.7196,1.8516,25.76780211,0.204855059,2.546930313,3.421001699,11.8822,0.9822,TRUE,B,0.515888209,FALSE,3754,1,W,mens
5,2,V,39.70415847,-0.029434875,1.995210174,11.31701545,FALSE,FALSE,5.250513613,10.5192,1.8424,12.3478,3.0794,19.86081046,1.27670809,3.830315953,4.74045594,14.0288,0.2866,TRUE,B,0.850327716,TRUE,4763,1,UE,mens
8,2,U,15.88584614,2.030972467,1.905119294,0.408082736,FALSE,TRUE,3.079205092,14.6416,0.3412,14.636,2.738,40.48450125,0.477972792,0.810025972,1.788720623,13.652,4.691,FALSE,B,0.386076077,FALSE,6603,1,FE,mens
5,2,F,41.25000508,-0.347477215,0.943010674,8.91904793,FALSE,FALSE,3.424745999,14.2744,2.9948,14.0298,0.4212,27.73769674,1.229838755,1.848122203,4.236626061,14.772,2.698,FALSE,F,0.640533401,TRUE,5265,1,UE,mens
3,2,F,35.24726771,1.466892017,0.198299209,0.14807111,FALSE,TRUE,2.426510721,13.778,1.962,11.6412,0.8122,24.22111859,1.009532377,4.01524318,2.14969836,11.737,3.5398,FALSE,U,0.53848883,TRUE,4404,1,UE,mens
12,2,B,37.97084041,0.491917627,1.640975188,1.346802483,TRUE,FALSE,4.729567566,14.1276,5.884,14.5682,1.175,30.63050923,0.744307122,0.556761242,6.015511986,14.9348,3.068,FALSE,B,0.598183061,FALSE,8460,1,UE,mens
6,1,B,35.49295931,-0.114778914,3.21904246,7.449958199,FALSE,FALSE,0.36212114,14.348,2.1156,14.5514,1.816,35.46699334,0.818142667,2.512558168,2.782631317,14.8564,3.743,FALSE,B,0.474398279,FALSE,7142,1,FE,mens
14,1,U,36.50654649,1.029221163,0.873956773,0.350966422,FALSE,TRUE,0.986780219,12.592,0.321,13.3288,0.3354,24.62654125,0.396190171,2.617375987,3.300627366,13.2554,3.6816,FALSE,B,0.619163988,FALSE,7202,1,UE,mens
12,1,B,38.97830928,0.347820792,0.629409077,4.377640768,FALSE,FALSE,2.466589524,13.2332,0.8214,13.916,1.5488,30.28811884,0.486483577,2.26482448,6.024954669,15.043,1.2696,FALSE,F,0.589423448,FALSE,5124,1,W,mens
4,1,F,29.12388431,0.366549667,0.098998533,4.989223355,TRUE,FALSE,2.263008237,12.0902,1.4684,12.797,0.6814,22.76423258,0.096184042,1.503325117,2.347207434,9.0156,3.43,FALSE,B,0.430665776,FALSE,3491,1,FE,mens
14,1,V,26.21496307,4.858820514,0.994866376,1.649757655,FALSE,FALSE,2.974129526,13.7402,2.6116,13.1442,0.3022,38.27395438,0.368249896,1.937078794,4.776855802,14.4848,1.3204,TRUE,F,0.452255938,FALSE,8939,1,UE,mens
10,2,B,24.69433148,0.162501111,2.781377718,7.843688091,FALSE,FALSE,2.314398082,5.0698,1.5394,7.22,0.6832,27.40169302,2.077574297,0.768294794,5.839893449,14.4074,2.986,TRUE,V,0.866184299,FALSE,1322,1,W,mens
3,1,F,45.16758068,0.627973449,0.324492339,1.024237161,TRUE,FALSE,3.375231482,12.4904,2.1606,11.2938,0.9954,23.13750605,1.284116351,1.626634649,4.721971314,12.9974,1.8218,FALSE,F,0.674909127,TRUE,5154,1,UE,mens
10,2,F,39.04485574,1.086242884,0.34751424,3.484669346,FALSE,FALSE,1.81172807,14.8754,3.1794,14.0342,1.5748,35.52260527,1.277741368,2.732811157,1.477229083,14.3782,2.6438,FALSE,B,0.477735464,FALSE,112,1,UE,mens
4,2,B,18.74436475,-0.182607203,0.119552114,9.364433093,TRUE,FALSE,3.390065516,12.894,5.4758,12.9706,2.0866,32.32983606,0.540838653,0.928179763,6.446493396,14.1766,4.9942,FALSE,B,0.54538245,FALSE,6894,1,FE,mens
5,2,B,35.84869092,-0.086774234,3.036504707,7.657964925,FALSE,FALSE,0.797912301,13.48,1.029,12.689,1.1338,28.77299705,0.897202671,1.864974805,3.803837248,14.8842,2.6738,TRUE,F,0.607138005,TRUE,4221,1,UE,mens
4,2,F,42.11917785,0.925219898,1.725493843,1.800766973,FALSE,TRUE,1.41309183,13.992,0.952,12.7546,1.6344,33.62925886,0.65101277,3.242322892,2.88131802,13.8266,3.2348,FALSE,B,0.473277322,FALSE,8036,1,UE,mens
7,2,F,30.09544462,0.159235111,0.027179,6.861470325,FALSE,FALSE,2.09282349,13.7112,3.3298,14.9382,1.6344,29.99627688,0.572820016,3.310819736,6.692532601,15.1882,1.2874,FALSE,B,0.597483589,TRUE,2480,1,UE,mens
7,1,F,39.60949418,0.622164145,0.059304791,1.681601331,FALSE,FALSE,5.276514323,11.741,2.8218,12.1294,2.4404,24.28308033,1.638368466,3.321086095,3.204428992,15.568,2.4,FALSE,U,0.887204272,TRUE,5168,1,W,mens
11,1,U,35.82071595,0.198888189,0.39278489,5.944687227,TRUE,FALSE,2.587118938,12.0182,6.0946,13.5036,3.9764,28.0375055,1.820178622,1.060254601,4.514123662,15.483,4.078,FALSE,U,0.743278857,TRUE,3480,1,UE,mens
7,1,F,31.47348211,-0.046553045,2.030154147,7.97009433,FALSE,FALSE,2.358637844,14.9544,0.0176,14.7392,2.3312,36.1461586,0.545712856,2.408905992,3.492911161,14.5644,3.8962,FALSE,B,0.469411429,TRUE,3325,1,UE,mens
18,2,F,10.00942343,-0.035884111,1.092227188,9.425294813,FALSE,FALSE,2.704333485,4.2818,0.4784,6.508,1.057,33.42485753,0.2329964,2.757219965,8.283082779,15.1726,1.7164,TRUE,V,0.560617557,FALSE,7152,1,FE,mens
5,1,F,37.49531346,0.809842971,0.394530514,3.935551231,FALSE,FALSE,1.770486498,13.1946,0.8564,12.1108,2.2564,22.08938723,1.449360613,3.181747343,2.631629249,13.812,4.3276,FALSE,F,0.793127126,TRUE,7071,1,W,mens
4,2,B,34.611821,-0.659539305,2.272483307,9.980300503,FALSE,FALSE,1.400301182,12.8676,0.6294,11.5064,0.3008,31.50839756,0.26040751,3.688592833,5.095168919,12.9368,1.2456,TRUE,B,0.489396561,FALSE,4370,1,UE,mens
3,2,F,34.14674076,0.471258026,0.542911848,5.28380246,FALSE,FALSE,1.936547381,11.5408,2.4932,11.4634,0.5582,22.49957432,0.749161687,2.105098247,5.910196712,11.439,2.9454,FALSE,B,0.583435617,TRUE,3041,1,W,mens
4,1,F,32.34268096,1.947203436,0.207526258,0.225475266,TRUE,FALSE,4.029906222,15.0082,0.9634,13.5686,2.8006,33.70536616,0.691605533,1.814513059,1.589077634,11.9242,1.8428,FALSE,B,0.3841944,FALSE,4455,1,UE,mens
6,1,F,30.39823288,-0.092219978,1.901259833,7.683762268,FALSE,FALSE,4.706211937,13.5742,1.5558,14.72,3.0088,24.36579127,0.199226843,2.689790406,4.599277567,6.7648,0.443,TRUE,U,0.281436977,FALSE,2702,1,FE,mens
7,1,F,41.21789961,-0.313763586,2.475145446,9.028973729,FALSE,FALSE,4.912923517,10.866,3.459,14.1862,0.1622,33.46368117,1.151809741,0.474685448,2.183683657,14.009,2.9664,FALSE,F,0.489714548,TRUE,1196,1,UE,mens
8,1,B,31.95589033,-0.017885138,3.315216518,7.557551939,FALSE,FALSE,2.728199699,14.0338,1.0186,14.091,1.709,32.66243112,0.417622098,1.938750622,6.475921181,14.6838,2.3162,FALSE,F,0.521593236,FALSE,4912,1,UE,mens
3,2,F,41.81183763,-0.382931676,1.581684921,8.986686243,FALSE,FALSE,1.971646794,14.168,1.2416,12.2038,1.0704,26.56330063,1.140351116,3.482765851,3.037749508,11.8344,4.2086,FALSE,U,0.504494432,TRUE,5217,1,UE,mens
15,2,B,36.47890238,1.597631942,3.66054338,0.928283621,FALSE,TRUE,1.499320499,15.0056,2.8368,14.7176,1.3654,36.28359856,0.601317946,2.022720959,3.01052092,13.862,3.4252,FALSE,B,0.449215186,TRUE,181,1,UE,mens
13,2,B,14.61077549,0.454775145,1.965345129,6.733174621,FALSE,FALSE,2.057728544,4.9356,1.7592,6.9932,1.7822,36.59799766,0.524780819,1.006387914,7.24776586,14.808,2.6476,TRUE,V,0.506693948,TRUE,6812,1,W,mens
5,1,F,35.82127036,0.609485539,0.174713437,3.175956908,FALSE,FALSE,3.878443647,13.8526,3.5796,13.871,0.2988,30.87438523,0.737486993,1.626371486,5.451324991,12.7618,1.8984,TRUE,F,0.501455648,TRUE,8172,1,W,mens
4,1,U,35.24055154,0.075121122,0.637989289,6.120104485,FALSE,FALSE,3.680492195,11.0788,1.9144,14.1426,0.125,19.72972282,0.384945662,2.224711242,6.254395561,12.5758,0.4686,TRUE,B,0.718907293,FALSE,9240,1,W,mens
6,1,F,42.39433485,0.847432628,1.070142724,0.605405583,FALSE,TRUE,0.499922434,14.3852,3.0348,14.6582,2.616,33.77468546,0.826949102,1.849538889,3.125439002,12.6872,3.0796,FALSE,F,0.448479898,FALSE,4384,1,UE,mens
6,1,B,37.52426632,0.302912459,0.594236786,6.245835151,FALSE,FALSE,0.505580894,14.9512,2.0782,15.3652,1.788,32.60658637,0.341530512,1.911063641,5.498154317,13.6244,0.1722,FALSE,F,0.487828473,FALSE,1833,1,W,mens
8,1,B,25.3293004,1.000476525,0.019215537,2.026014971,FALSE,FALSE,5.333700423,12.7238,3.8964,14.8972,0.9744,25.90269207,0.702922961,0.833534052,3.528561668,14.251,1.9512,TRUE,B,0.662678412,FALSE,2333,1,W,mens
4,1,B,21.84951586,3.256982427,0.767695246,2.143984249,TRUE,FALSE,5.203537923,12.1218,2.1724,13.1164,2.9352,37.81932476,0.431405951,1.333283548,2.937269389,12.8846,2.173,FALSE,F,0.374364788,FALSE,1602,1,FE,mens
4,1,U,36.25735455,1.025564691,0.402797424,1.151994369,TRUE,TRUE,6.965070305,15.0686,2.4986,13.3146,4.242,30.79234775,0.906063638,1.378188408,2.656031141,12.2726,0.3764,TRUE,B,0.452268633,FALSE,2076,1,FE,mens
6,2,B,29.55250503,-0.13027267,3.390743509,8.367401412,FALSE,FALSE,3.098871085,13.594,2.3458,14.6718,0.5596,28.02981785,0.7439386,0.906406801,6.024495918,14.6738,1.3716,FALSE,F,0.643177666,FALSE,6444,1,UE,mens
7,2,F,33.00212342,0.307906785,0.463519471,4.285014886,FALSE,FALSE,2.217230173,11.099,0.7682,13.229,0.1524,22.3376769,0.390727733,3.799361998,5.755819009,13.356,2.0062,TRUE,F,0.726722628,TRUE,9439,1,W,mens
3,2,F,25.98315602,0.643215007,0.296863838,3.494277719,TRUE,FALSE,1.113219565,12.306,1.8706,11.4194,1.1974,34.72267816,0.835917569,1.697170032,1.053470772,11.85,4.7976,FALSE,U,0.394275476,TRUE,3188,1,UE,mens
5,1,F,40.56346933,0.857916288,0.126145309,2.625610986,TRUE,TRUE,6.244907612,13.225,4.1794,12.4002,2.0108,31.83104619,0.897454298,0.591436063,4.527411588,15.2644,2.4242,TRUE,F,0.627668892,TRUE,9343,1,UE,mens
6,1,F,38.26762506,0.475480558,1.082064694,5.216876021,TRUE,FALSE,2.0307519,14.9564,0.8856,14.7556,2.9064,28.37184614,1.347129594,3.682754895,1.713316508,12.7388,2.0552,FALSE,F,0.567173341,FALSE,7962,1,UE,mens
5,1,B,15.64445892,0.730247633,0.163428522,2.51991212,TRUE,FALSE,1.535898499,3.1794,0.65,4.7032,0.4576,37.06890768,0.301228815,1.505130567,8.783623171,13.0764,1.8482,TRUE,V,0.402761469,TRUE,1524,1,FE,mens
9,2,F,29.98394362,0.470713184,0.181569208,6.632306056,TRUE,FALSE,1.360301996,15.021,0.957,14.4784,0.2904,33.1611405,1.437735352,2.878929599,0.308555168,14.0546,1.7684,TRUE,F,0.497428932,TRUE,5309,1,UE,mens
3,1,F,45.67390384,-0.020192675,2.144360544,7.50102325,FALSE,FALSE,4.064091402,7.3056,1.9886,11.097,0.525,16.08093472,1.034613416,3.372561705,9.112405911,13.2974,1.259,FALSE,F,1.147331164,TRUE,8671,1,UE,mens
3,2,B,38.88504015,0.284344067,0.597965663,3.473774011,FALSE,FALSE,2.809916703,13.5768,3.6036,12.2386,1.1328,31.37716125,0.641862646,1.63428037,4.564537011,12.1716,3.9344,FALSE,B,0.458293924,TRUE,2703,1,W,mens
8,1,F,38.05579619,0.725585964,0.840133582,1.475040592,FALSE,FALSE,6.085080433,9.4586,1.108,14.9314,3.7682,20.28918037,1.322512935,1.582574949,6.024190356,14.7456,1.2942,TRUE,B,0.955853938,FALSE,2260,1,W,mens
8,1,F,39.14958679,0.363082446,0.336546971,4.289503331,TRUE,FALSE,1.122899711,14.5074,0.1306,14.25,0.9624,35.95788679,0.49754107,2.319103812,2.85528046,13.5628,3.8116,FALSE,B,0.443225556,FALSE,725,1,UE,mens
4,2,F,45.2533757,0.711768303,0.382649761,0.870947774,FALSE,TRUE,3.297918204,14.6424,2.4504,12.2816,0.1476,25.48699725,1.447734013,3.26983276,1.15234715,12.6804,2.202,FALSE,B,0.594214045,FALSE,9119,1,UE,mens
4,1,B,32.87441978,1.325055368,3.834541768,1.908972616,FALSE,TRUE,4.57575748,13.9082,2.6566,12.6028,1.729,35.22960521,0.363126742,1.571766721,4.035461786,12.929,0.0328,TRUE,B,0.406987518,FALSE,3801,1,FE,mens
3,1,F,38.81982964,0.308109773,1.309004514,4.84684178,FALSE,FALSE,3.526474528,12.307,3.4072,11.3552,0.0116,21.68154206,1.555200625,0.23524989,2.813218212,13.464,2.1024,FALSE,B,0.758265737,TRUE,1310,1,W,mens
4,1,U,27.26441081,3.260818331,3.011855507,3.437357513,FALSE,TRUE,3.417544861,12.6542,1.2386,14.246,1.7856,36.87035219,0.466625119,0.720987348,1.56709658,9.7522,5.4922,FALSE,B,0.268673279,FALSE,5855,1,FE,mens
3,2,F,38.81087127,1.146317599,0.418568378,0.781498983,TRUE,FALSE,2.086284631,13.5918,1.61,11.6138,0.9466,34.2296811,1.312364922,2.563902825,3.21414232,16.0676,3.1078,FALSE,F,0.566134507,TRUE,5245,1,UE,mens
3,2,F,36.02544618,-0.001443644,2.02803309,7.318489956,FALSE,FALSE,0.683877562,11.299,1.7688,11.4796,1.1092,28.37975254,0.706524575,3.341166993,6.942729531,16.8176,3.5894,FALSE,B,0.744795006,TRUE,7096,1,UE,mens
15,2,F,42.32614931,0.101010969,0.599674839,4.21398066,FALSE,FALSE,3.93581964,12.9546,2.292,13.5416,1.5998,24.20389019,1.890441131,1.914378496,2.568407114,14.874,2.1978,TRUE,F,0.785484172,TRUE,7044,1,W,mens
5,1,B,25.33041514,1.112846324,0.604912185,6.126210884,TRUE,FALSE,3.396736181,15.0526,2.5402,14.5294,0.816,31.59537266,0.356570793,0.800200493,3.137963966,11.5378,2.1302,FALSE,F,0.403863848,TRUE,5514,1,FE,mens
3,2,B,30.92474929,-0.286486943,3.476531694,7.748843915,FALSE,FALSE,3.04112637,13.1178,1.973,11.595,0.6594,35.15085515,0.81226591,1.336843527,2.275490287,15.6378,3.9416,FALSE,B,0.502754456,TRUE,791,1,UE,mens
4,2,B,32.86258954,0.916263109,0.201814951,3.465854789,TRUE,FALSE,1.729258303,15.5566,1.534,15.5424,3.2632,32.2514725,1.117892492,2.492636273,0.503493658,12.9056,1.6328,FALSE,B,0.464636953,FALSE,6109,1,UE,mens
3,2,B,37.65409717,0.842188543,0.178472538,1.754717673,TRUE,TRUE,1.454807272,12.532,2.3912,11.3654,1.522,23.71956858,0.978620818,2.275706871,3.687772243,10.8032,3.639,FALSE,B,0.531340946,TRUE,407,1,UE,mens
3,1,F,26.07484645,-0.183472032,1.315569916,8.772752936,FALSE,FALSE,1.419545533,10.6258,0.2456,10.7172,1.6622,25.90136781,0.236695626,3.14768731,7.066597904,13.5276,2.1736,FALSE,F,0.612998714,TRUE,3657,1,UE,mens
13,1,B,34.18685862,0.669924758,1.092392283,0.417075042,FALSE,TRUE,1.491724438,11.491,3.3028,12.8672,2.7272,23.11530873,0.59021742,1.428235972,4.509732701,12.9474,2.911,FALSE,B,0.683876862,TRUE,745,1,UE,mens
